Origin_Airport,Destination_Airport,Departure_Time,Arrival_Time,Airline,Duration,Date,Price
DAD,VCA,12:40 PM,2:10 PM,VietJet Air,1 hr 30 min,2024-06-26,"₫1,663,400"
DAD,VCA,1:25 PM,2:55 PM,VietJet Air,1 hr 30 min,2024-06-26,"₫1,663,400"
DAD,VCA,12:40 PM,2:10 PM,VietJet Air,1 hr 30 min,2024-06-27,"₫1,663,400"
DAD,VCA,1:25 PM,2:55 PM,VietJet Air,1 hr 30 min,2024-06-27,"₫1,663,400"
DAD,VCA,12:40 PM,2:10 PM,VietJet Air,1 hr 30 min,2024-06-28,"₫1,663,400"
DAD,VCA,1:25 PM,2:55 PM,VietJet Air,1 hr 30 min,2024-06-28,"₫1,663,400"
DAD,VCA,12:40 PM,2:10 PM,VietJet Air,1 hr 30 min,2024-06-29,"₫1,663,400"
DAD,VCA,1:25 PM,2:55 PM,VietJet Air,1 hr 30 min,2024-06-29,"₫1,663,400"
DAD,VCA,12:40 PM,2:10 PM,VietJet Air,1 hr 30 min,2024-06-30,"₫1,663,400"
DAD,VCA,1:25 PM,2:55 PM,VietJet Air,1 hr 30 min,2024-06-30,"₫2,252,000"
DAD,VCA,12:40 PM,2:10 PM,VietJet Air,1 hr 30 min,2024-07-01,"₫1,663,400"
DAD,VCA,1:25 PM,2:55 PM,VietJet Air,1 hr 30 min,2024-07-01,"₫2,138,600"
DAD,VCA,,,,,2024-07-01,
DAD,VCA,,,,,2024-07-01,
DAD,VCA,1:25 PM,2:55 PM,VietJet Air,1 hr 30 min,2024-07-02,"₫1,544,600"
DAD,VCA,12:40 PM,2:10 PM,VietJet Air,1 hr 30 min,2024-07-02,"₫1,663,400"
DAD,VCA,12:40 PM,2:10 PM,VietJet Air,1 hr 30 min,2024-07-03,"₫1,544,600"
DAD,VCA,1:25 PM,2:55 PM,VietJet Air,1 hr 30 min,2024-07-03,"₫1,544,600"
DAD,VCA,,,,,2024-07-03,
DAD,VCA,,,,,2024-07-03,
DAD,VCA,1:25 PM,2:55 PM,VietJet Air,1 hr 30 min,2024-07-04,"₫1,544,600"
DAD,VCA,12:40 PM,2:10 PM,VietJet Air,1 hr 30 min,2024-07-04,"₫1,663,400"
DAD,VCA,12:40 PM,2:10 PM,VietJet Air,1 hr 30 min,2024-07-05,"₫1,544,600"
DAD,VCA,1:25 PM,2:55 PM,VietJet Air,1 hr 30 min,2024-07-05,"₫1,544,600"
DAD,VCA,1:25 PM,2:55 PM,VietJet Air,1 hr 30 min,2024-07-06,"₫1,544,600"
DAD,VCA,12:40 PM,2:10 PM,VietJet Air,1 hr 30 min,2024-07-06,"₫1,663,400"
DAD,VCA,12:40 PM,2:10 PM,VietJet Air,1 hr 30 min,2024-07-07,"₫2,084,600"
DAD,VCA,1:25 PM,2:55 PM,VietJet Air,1 hr 30 min,2024-07-07,"₫2,252,000"
DAD,VCA,12:40 PM,2:10 PM,VietJet Air,1 hr 30 min,2024-07-08,"₫1,793,000"
DAD,VCA,1:25 PM,2:55 PM,VietJet Air,1 hr 30 min,2024-07-08,"₫2,138,600"
DAD,VCA,,,,,2024-07-08,
DAD,VCA,,,,,2024-07-08,
DAD,VCA,12:40 PM,2:10 PM,VietJet Air,1 hr 30 min,2024-07-09,"₫1,663,400"
DAD,VCA,1:25 PM,2:55 PM,VietJet Air,1 hr 30 min,2024-07-09,"₫1,793,000"
DAD,VCA,,,,,2024-07-09,
DAD,VCA,,,,,2024-07-09,
